feature	annA	geneA	txA	annB	geneB	txB	stats
gene	ann1	gene:ENSSSAG00075002168	.	ann2	gene:ENSSSAG00000000057	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.8684;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=2991;overlap_bp=1711;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002176	.	ann2	gene:ENSSSAG00000083486	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.6226;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=8667;overlap_bp=5314;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002205	.	ann2	gene:ENSSSAG00000000055	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.4722;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=1639;overlap_bp=774;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002414	.	ann2	gene:ENSSSAG00000088197	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.3237;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=4857;overlap_bp=1572;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002421	.	ann2	gene:ENSSSAG00000105454	.	best_coding=Red;best_jaccard_cds_phase=0.2920;best_jaccard_exon=0.6735;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=2889;overlap_bp=1801;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002425	.	ann2	gene:ENSSSAG00000110187	.	best_coding=Red;best_jaccard_cds_phase=0.0313;best_jaccard_exon=0.1422;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=7059;overlap_bp=703;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075040110	.	ann2	gene:ENSSSAG00000090551	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.6110;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=2888;note_split_or_merge_B=2;overlap_bp=970;partner_countA=1;partner_countB=2;strand_match=1
gene	ann1	gene:ENSSSAG00075002537	.	ann2	gene:ENSSSAG00000090551	.	antisense_overlap=0.0381;class=NotMapped;class_initial=NotMapped;exon_union_bp=3016;note_antisense_conflict=1;note_split_or_merge_B=2;overlap_bp=115;partner_countA=1;partner_countB=2;strand_match=0
gene	ann1	gene:ENSSSAG00075002555	.	ann2	gene:ENSSSAG00000000044	.	best_coding=Yellow;best_jaccard_cds_phase=0.6543;best_jaccard_exon=0.4392;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=3805;note_split_or_merge_B=2;overlap_bp=1590;partner_countA=1;partner_countB=2;strand_match=1
gene	ann1	gene:ENSSSAG00075002635	.	ann2	gene:ENSSSAG00000000044	.	antisense_overlap=0.0111;class=NotMapped;class_initial=NotMapped;exon_union_bp=4148;note_antisense_conflict=1;note_split_or_merge_B=2;overlap_bp=46;partner_countA=1;partner_countB=2;strand_match=0
gene	ann1	gene:ENSSSAG00075002640	.	ann2	gene:ENSSSAG00000096526	.	best_coding=Yellow;best_jaccard_cds_phase=0.6279;best_jaccard_exon=0.0914;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=1356;overlap_bp=124;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002433	.	ann2	gene:ENSSSAG00000044034	.	best_coding=Yellow;best_jaccard_cds_phase=0.7623;best_jaccard_exon=0.7634;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=2385;overlap_bp=851;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002642	.	ann2	gene:ENSSSAG00000063772	.	best_coding=Yellow;best_jaccard_cds_phase=0.5916;best_jaccard_exon=0.8127;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=5143;overlap_bp=3255;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002656	.	ann2	gene:ENSSSAG00000001017	.	best_coding=Yellow;best_jaccard_cds_phase=0.9658;best_jaccard_exon=0.8842;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=1140;note_split_or_merge_A=2;overlap_bp=1008;partner_countA=2;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002656	.	ann2	gene:ENSSSAG00000114841	.	antisense_overlap=0.1166;class=NotMapped;class_initial=NotMapped;exon_union_bp=4801;note_antisense_conflict=1;note_split_or_merge_A=2;overlap_bp=560;partner_countA=2;partner_countB=1;strand_match=0
gene	ann1	gene:ENSSSAG00075002661	.	ann2	gene:ENSSSAG00000000041	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.3608;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=1890;overlap_bp=682;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002664	.	ann2	gene:ENSSSAG00000086702	.	best_coding=Red;best_jaccard_cds_phase=0.2610;best_jaccard_exon=0.3158;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=3968;overlap_bp=1253;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002208	.	ann2	gene:ENSSSAG00000000048	.	best_coding=Yellow;best_jaccard_cds_phase=0.8619;best_jaccard_exon=0.8477;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=6713;overlap_bp=1638;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002212	.	ann2	gene:ENSSSAG00000000040	.	best_coding=Yellow;best_jaccard_cds_phase=0.8677;best_jaccard_exon=0.8230;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=4896;note_split_or_merge_A=2;overlap_bp=3610;partner_countA=2;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002212	.	ann2	gene:ENSSSAG00000082060	.	antisense_overlap=0.0105;class=NotMapped;class_initial=NotMapped;exon_union_bp=9916;note_antisense_conflict=1;note_split_or_merge_A=2;overlap_bp=104;partner_countA=2;partner_countB=1;strand_match=0
gene	ann1	gene:ENSSSAG00075002224	.	ann2	gene:ENSSSAG00000062885	.	best_coding=Red;best_jaccard_cds_phase=0.0000;best_jaccard_exon=0.8090;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=3585;overlap_bp=2216;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002325	.	ann2	gene:ENSSSAG00000105589	.	best_coding=Yellow;best_jaccard_cds_phase=0.8372;best_jaccard_exon=0.5670;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=3719;overlap_bp=1975;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002327	.	ann2	gene:ENSSSAG00000000059	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.8843;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=5665;overlap_bp=2452;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002351	.	ann2	gene:ENSSSAG00000105031	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.7685;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=2879;overlap_bp=1765;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002355	.	ann2	gene:ENSSSAG00000115259	.	best_coding=Yellow;best_jaccard_cds_phase=0.9557;best_jaccard_exon=0.8459;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=3691;note_split_or_merge_A=3;overlap_bp=3090;partner_countA=3;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002355	.	ann2	gene:ENSSSAG00000084748	.	antisense_overlap=0.0169;class=NotMapped;class_initial=NotMapped;exon_union_bp=8334;note_antisense_conflict=1;note_split_or_merge_A=3;overlap_bp=141;partner_countA=3;partner_countB=1;strand_match=0
gene	ann1	gene:ENSSSAG00075002338	.	ann2	gene:ENSSSAG00000063299	.	best_coding=Yellow;best_jaccard_cds_phase=0.7968;best_jaccard_exon=0.7470;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=8436;overlap_bp=2934;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002361	.	ann2	gene:ENSSSAG00000116341	.	best_coding=Red;best_jaccard_cds_phase=0.0000;best_jaccard_exon=0.2287;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=3259;note_split_or_merge_A=2;overlap_bp=668;partner_countA=2;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002355	.	ann2	gene:ENSSSAG00000102505	.	antisense_overlap=0.0011;class=NotMapped;class_initial=NotMapped;exon_union_bp=7432;note_antisense_conflict=1;note_split_or_merge_A=3;note_split_or_merge_B=2;overlap_bp=8;partner_countA=3;partner_countB=2;strand_match=0
gene	ann1	gene:ENSSSAG00075002361	.	ann2	gene:ENSSSAG00000102505	.	best_coding=Yellow;best_jaccard_cds_phase=0.9347;best_jaccard_exon=0.6412;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=4257;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=2588;partner_countA=2;partner_countB=2;strand_match=1
gene	ann1	gene:ENSSSAG00075002388	.	ann2	gene:ENSSSAG00000093490	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.1513;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=3913;overlap_bp=592;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002379	.	ann2	gene:ENSSSAG00000106653	.	best_coding=Yellow;best_jaccard_cds_phase=0.9006;best_jaccard_exon=0.2793;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=9768;overlap_bp=2350;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002384	.	ann2	gene:ENSSSAG00000083690	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.7867;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=4587;overlap_bp=2492;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002390	.	ann2	gene:ENSSSAG00000117299	.	best_coding=NotMapped;best_jaccard_cds_phase=0.0899;best_jaccard_exon=0.0899;best_noncoding=NotMapped;class=NotMapped;class_initial=NotMapped;exon_union_bp=1201;overlap_bp=108;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002397	.	ann2	gene:ENSSSAG00000094436	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.9774;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=7528;overlap_bp=3919;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002272	.	ann2	gene:ENSSSAG00000101304	.	best_coding=Red;best_jaccard_cds_phase=0.3926;best_jaccard_exon=0.2661;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=5914;overlap_bp=427;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002276	.	ann2	gene:ENSSSAG00000099537	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.2105;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=551;overlap_bp=116;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002297	.	ann2	gene:ENSSSAG00000110200	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.2396;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=576;overlap_bp=138;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002282	.	ann2	gene:ENSSSAG00000094425	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.2277;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=606;overlap_bp=138;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075004583	.	ann2	gene:ENSSSAG00000005121	.	best_coding=Yellow;best_jaccard_cds_phase=0.9251;best_jaccard_exon=0.8986;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=503;overlap_bp=452;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002295	.	ann2	gene:ENSSSAG00000111306	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.2565;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=503;overlap_bp=129;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002286	.	ann2	gene:ENSSSAG00000103130	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.2396;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=576;overlap_bp=138;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075004603	.	ann2	gene:ENSSSAG00000093548	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.2396;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=576;overlap_bp=138;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002283	.	ann2	gene:ENSSSAG00000104556	.	best_coding=Red;best_jaccard_cds_phase=0.1184;best_jaccard_exon=0.2510;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=494;overlap_bp=124;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002668	.	ann2	gene:ENSSSAG00000000069	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.5791;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=5055;overlap_bp=1665;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002677	.	ann2	gene:ENSSSAG00000000073	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.7906;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=3941;overlap_bp=1876;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002700	.	ann2	gene:ENSSSAG00000119525	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.9688;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=9576;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=8236;partner_countA=2;partner_countB=2;strand_match=1
gene	ann1	gene:ENSSSAG00075002720	.	ann2	gene:ENSSSAG00000119525	.	antisense_overlap=0.0580;class=NotMapped;class_initial=NotMapped;exon_union_bp=8832;note_antisense_conflict=1;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=512;partner_countA=2;partner_countB=2;strand_match=0
gene	ann1	gene:ENSSSAG00075002700	.	ann2	gene:ENSSSAG00000087243	.	antisense_overlap=0.1922;class=NotMapped;class_initial=NotMapped;exon_union_bp=8980;note_antisense_conflict=1;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=1726;partner_countA=2;partner_countB=2;strand_match=0
gene	ann1	gene:ENSSSAG00075002720	.	ann2	gene:ENSSSAG00000087243	.	best_coding=Yellow;best_jaccard_cds_phase=0.5569;best_jaccard_exon=0.2966;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=1726;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=512;partner_countA=2;partner_countB=2;strand_match=1
gene	ann1	gene:ENSSSAG00075002722	.	ann2	gene:ENSSSAG00000101037	.	best_coding=Yellow;best_jaccard_cds_phase=0.9582;best_jaccard_exon=0.4897;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=3534;overlap_bp=878;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002730	.	ann2	gene:ENSSSAG00000095958	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.2014;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=576;overlap_bp=116;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075000906	.	ann2	gene:ENSSSAG00000112412	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=1.0000;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=246;overlap_bp=246;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075000905	.	ann2	gene:ENSSSAG00000111307	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=1.0000;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=246;overlap_bp=246;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075000902	.	ann2	gene:ENSSSAG00000111497	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=1.0000;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=246;overlap_bp=246;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075000903	.	ann2	gene:ENSSSAG00000110306	.	best_coding=NotMapped;best_jaccard_cds_phase=0.0000;best_jaccard_exon=0.8283;best_noncoding=NotMapped;class=NotMapped;class_initial=NotMapped;exon_union_bp=297;overlap_bp=246;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075000899	.	ann2	gene:ENSSSAG00000090427	.	best_coding=Yellow;best_jaccard_cds_phase=0.8146;best_jaccard_exon=0.8146;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=302;overlap_bp=246;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075000908	.	ann2	gene:ENSSSAG00000093388	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=1.0000;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=297;overlap_bp=297;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075001415	.	ann2	gene:ENSSSAG00000121670	.	best_coding=Red;best_jaccard_cds_phase=0.0616;best_jaccard_exon=0.1687;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=812;overlap_bp=137;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075001410	.	ann2	gene:ENSSSAG00000096491	.	best_coding=Red;best_jaccard_cds_phase=0.0000;best_jaccard_exon=0.8173;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=854;overlap_bp=698;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075001390	.	ann2	gene:ENSSSAG00000000091	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.8777;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=4652;overlap_bp=2810;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075001458	.	ann2	gene:ENSSSAG00000000090	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.6913;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=2422;overlap_bp=1523;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075001954	.	ann2	gene:ENSSSAG00000065158	.	best_coding=Green;best_jaccard_cds_phase=0.9969;best_jaccard_exon=0.9733;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=2267;overlap_bp=2044;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075001449	.	ann2	gene:ENSSSAG00000094591	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.7621;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=2072;overlap_bp=1579;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075001454	.	ann2	gene:ENSSSAG00000084715	.	best_coding=Yellow;best_jaccard_cds_phase=0.7752;best_jaccard_exon=0.3463;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=2760;overlap_bp=1163;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075002742	.	ann2	gene:ENSSSAG00000000085	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.5142;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=2246;overlap_bp=1155;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075001418	.	ann2	gene:ENSSSAG00000000083	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.4832;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=2999;overlap_bp=1449;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075001422	.	ann2	gene:ENSSSAG00000000082	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.6580;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=2515;overlap_bp=1462;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075001425	.	ann2	gene:ENSSSAG00000055921	.	best_coding=Red;best_jaccard_cds_phase=0.3330;best_jaccard_exon=0.4421;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=916;overlap_bp=405;partner_countA=1;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075001426	.	ann2	gene:ENSSSAG00000000080	.	best_coding=Green;best_jaccard_cds_phase=0.9848;best_jaccard_exon=0.6630;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=3614;note_split_or_merge_A=2;overlap_bp=2290;partner_countA=2;partner_countB=1;strand_match=1
gene	ann1	gene:ENSSSAG00075001426	.	ann2	gene:ENSSSAG00000000079	.	antisense_overlap=0.0438;class=NotMapped;class_initial=NotMapped;exon_union_bp=6464;note_antisense_conflict=1;note_split_or_merge_A=2;note_split_or_merge_B=3;overlap_bp=283;partner_countA=2;partner_countB=3;strand_match=0
gene	ann1	gene:ENSSSAG00075001432	.	ann2	gene:ENSSSAG00000000079	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.5658;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=4457;note_split_or_merge_A=2;note_split_or_merge_B=3;overlap_bp=2088;partner_countA=2;partner_countB=3;strand_match=1
gene	ann1	gene:ENSSSAG00075001441	.	ann2	gene:ENSSSAG00000000079	.	antisense_overlap=0.0682;class=NotMapped;class_initial=NotMapped;exon_union_bp=5672;note_antisense_conflict=1;note_split_or_merge_A=2;note_split_or_merge_B=3;overlap_bp=387;partner_countA=2;partner_countB=3;strand_match=0
gene	ann1	gene:ENSSSAG00075001432	.	ann2	gene:ENSSSAG00000000078	.	antisense_overlap=0.1667;class=NotMapped;class_initial=NotMapped;exon_union_bp=4272;note_antisense_conflict=1;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=712;partner_countA=2;partner_countB=2;strand_match=0
gene	ann1	gene:ENSSSAG00075001441	.	ann2	gene:ENSSSAG00000000078	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.5532;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=2896;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=1602;partner_countA=2;partner_countB=2;strand_match=1
gene	ann1	gene:ENSSSAG00075001864	.	ann2	gene:ENSSSAG00000114705	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.8824;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=9855;overlap_bp=797;partner_countA=1;partner_countB=1;strand_match=1
