feature	annA	geneA	txA	annB	geneB	txB	stats
gene	ens_lift	gene:ENSSSAG00000000040	.	ens_native	gene:ENSSSAG00000082060	.	antisense_overlap=0.0114;class=NotMapped;class_initial=NotMapped;exon_union_bp=9101;note_antisense_conflict=1;note_split_or_merge_A=2;overlap_bp=104;partner_countA=2;partner_countB=1;strand_match=0
gene	ens_lift	gene:ENSSSAG00000000059	.	ens_native	gene:ENSSSAG00000000059	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.9009;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=5876;overlap_bp=2402;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000062	.	ens_native	gene:ENSSSAG00000105031	.	best_coding=Red;best_jaccard_cds_phase=0.0000;best_jaccard_exon=0.2766;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=4580;overlap_bp=1122;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000060	.	ens_native	gene:ENSSSAG00000063299	.	best_coding=Yellow;best_jaccard_cds_phase=0.5527;best_jaccard_exon=0.3681;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=8991;overlap_bp=1516;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000061	.	ens_native	gene:ENSSSAG00000115259	.	best_coding=NotMapped;best_jaccard_cds_phase=0.0618;best_jaccard_exon=0.0530;best_noncoding=NotMapped;class=NotMapped;class_initial=NotMapped;exon_union_bp=3619;note_split_or_merge_B=3;overlap_bp=126;partner_countA=1;partner_countB=3;strand_match=1
gene	ens_lift	gene:ENSSSAG00000061275	.	ens_native	gene:ENSSSAG00000115259	.	best_coding=Red;best_jaccard_cds_phase=0.0948;best_jaccard_exon=0.0813;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=4525;note_split_or_merge_B=3;overlap_bp=267;partner_countA=1;partner_countB=3;strand_match=1
gene	ens_lift	gene:ENSSSAG00000061282	.	ens_native	gene:ENSSSAG00000115259	.	best_coding=Red;best_jaccard_cds_phase=0.2172;best_jaccard_exon=0.1838;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=3650;note_split_or_merge_B=3;overlap_bp=471;partner_countA=1;partner_countB=3;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000064	.	ens_native	gene:ENSSSAG00000106653	.	best_coding=Red;best_jaccard_cds_phase=0.0000;best_jaccard_exon=0.1367;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=9784;overlap_bp=1152;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000066	.	ens_native	gene:ENSSSAG00000117299	.	best_coding=Red;best_jaccard_cds_phase=0.2930;best_jaccard_exon=0.2930;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=1894;overlap_bp=555;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000067	.	ens_native	gene:ENSSSAG00000094436	.	best_coding=Red;best_jaccard_cds_phase=0.3530;best_jaccard_exon=0.5152;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=7667;note_split_or_merge_B=2;overlap_bp=1996;partner_countA=1;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000068	.	ens_native	gene:ENSSSAG00000094436	.	best_coding=Red;best_jaccard_cds_phase=0.1821;best_jaccard_exon=0.1766;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=7694;note_split_or_merge_B=2;overlap_bp=689;partner_countA=1;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000092	.	ens_native	gene:ENSSSAG00000101304	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.3814;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=7241;overlap_bp=1208;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000069	.	ens_native	gene:ENSSSAG00000000069	.	best_coding=Yellow;best_jaccard_cds_phase=0.8500;best_jaccard_exon=0.4396;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=6878;overlap_bp=1611;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000073	.	ens_native	gene:ENSSSAG00000000073	.	best_coding=Yellow;best_jaccard_cds_phase=0.8175;best_jaccard_exon=0.8175;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=4162;overlap_bp=1492;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000071	.	ens_native	gene:ENSSSAG00000119525	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.6006;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=8832;overlap_bp=3054;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000072	.	ens_native	gene:ENSSSAG00000101037	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.8288;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=3704;overlap_bp=1720;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000091	.	ens_native	gene:ENSSSAG00000000091	.	best_coding=Yellow;best_jaccard_cds_phase=0.9376;best_jaccard_exon=0.6776;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=4694;overlap_bp=2346;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000090	.	ens_native	gene:ENSSSAG00000000090	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.5711;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=2422;overlap_bp=1469;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000089	.	ens_native	gene:ENSSSAG00000065158	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.9214;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=2286;overlap_bp=2060;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000086	.	ens_native	gene:ENSSSAG00000094591	.	best_coding=Yellow;best_jaccard_cds_phase=0.6735;best_jaccard_exon=0.1704;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=2072;overlap_bp=353;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000087	.	ens_native	gene:ENSSSAG00000084715	.	best_coding=Yellow;best_jaccard_cds_phase=0.7703;best_jaccard_exon=0.3942;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=2603;overlap_bp=1026;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000085	.	ens_native	gene:ENSSSAG00000000085	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.6193;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=2246;overlap_bp=1391;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000083	.	ens_native	gene:ENSSSAG00000000083	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.4675;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=2999;overlap_bp=1402;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000082	.	ens_native	gene:ENSSSAG00000000082	.	best_coding=Yellow;best_jaccard_cds_phase=0.7343;best_jaccard_exon=0.6259;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=5690;overlap_bp=1436;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000055921	.	ens_native	gene:ENSSSAG00000055921	.	best_coding=Yellow;best_jaccard_cds_phase=0.5718;best_jaccard_exon=0.6848;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=752;overlap_bp=515;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000080	.	ens_native	gene:ENSSSAG00000000080	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.8070;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=3622;note_split_or_merge_A=2;overlap_bp=2410;partner_countA=2;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000080	.	ens_native	gene:ENSSSAG00000000079	.	antisense_overlap=0.0124;class=NotMapped;class_initial=NotMapped;exon_union_bp=6791;note_antisense_conflict=1;note_split_or_merge_A=2;note_split_or_merge_B=3;overlap_bp=84;partner_countA=2;partner_countB=3;strand_match=0
gene	ens_lift	gene:ENSSSAG00000000079	.	ens_native	gene:ENSSSAG00000000079	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.4178;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=4457;note_split_or_merge_A=2;note_split_or_merge_B=3;overlap_bp=1085;partner_countA=2;partner_countB=3;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000078	.	ens_native	gene:ENSSSAG00000000079	.	antisense_overlap=0.1302;class=NotMapped;class_initial=NotMapped;exon_union_bp=5577;note_antisense_conflict=1;note_split_or_merge_A=2;note_split_or_merge_B=3;overlap_bp=726;partner_countA=2;partner_countB=3;strand_match=0
gene	ens_lift	gene:ENSSSAG00000000079	.	ens_native	gene:ENSSSAG00000000078	.	antisense_overlap=0.1108;class=NotMapped;class_initial=NotMapped;exon_union_bp=3584;note_antisense_conflict=1;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=397;partner_countA=2;partner_countB=2;strand_match=0
gene	ens_lift	gene:ENSSSAG00000000078	.	ens_native	gene:ENSSSAG00000000078	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.6374;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=2896;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=1846;partner_countA=2;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000093	.	ens_native	gene:ENSSSAG00000114705	.	best_coding=Yellow;best_jaccard_cds_phase=0.6837;best_jaccard_exon=0.4794;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=9840;overlap_bp=402;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000077	.	ens_native	gene:ENSSSAG00000000077	.	best_coding=Yellow;best_jaccard_cds_phase=0.7194;best_jaccard_exon=0.6751;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=2303;overlap_bp=1285;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000075	.	ens_native	gene:ENSSSAG00000000075	.	best_coding=Red;best_jaccard_cds_phase=0.1741;best_jaccard_exon=0.7667;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=10852;overlap_bp=7199;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000096	.	ens_native	gene:ENSSSAG00000000096	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=1.0000;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=3321;note_split_or_merge_B=2;overlap_bp=1672;partner_countA=1;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000097	.	ens_native	gene:ENSSSAG00000000096	.	antisense_overlap=0.0122;class=NotMapped;class_initial=NotMapped;exon_union_bp=4170;note_antisense_conflict=1;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=51;partner_countA=2;partner_countB=2;strand_match=0
gene	ens_lift	gene:ENSSSAG00000000097	.	ens_native	gene:ENSSSAG00000000097	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.6088;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=3403;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=900;partner_countA=2;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000100	.	ens_native	gene:ENSSSAG00000000097	.	antisense_overlap=0.0100;class=NotMapped;class_initial=NotMapped;exon_union_bp=11072;note_antisense_conflict=1;note_split_or_merge_A=3;note_split_or_merge_B=2;overlap_bp=111;partner_countA=3;partner_countB=2;strand_match=0
gene	ens_lift	gene:ENSSSAG00000000100	.	ens_native	gene:ENSSSAG00000000100	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.3693;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=14882;note_split_or_merge_A=3;overlap_bp=4241;partner_countA=3;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000100	.	ens_native	gene:ENSSSAG00000059276	.	best_coding=Yellow;best_jaccard_cds_phase=0.9572;best_jaccard_exon=0.5955;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=9612;note_split_or_merge_A=3;overlap_bp=2704;partner_countA=3;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000051995	.	ens_native	gene:ENSSSAG00000114975	.	best_coding=Red;best_jaccard_cds_phase=0.1963;best_jaccard_exon=0.7630;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=4804;overlap_bp=3146;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000053910	.	ens_native	gene:ENSSSAG00000098932	.	best_coding=Yellow;best_jaccard_cds_phase=0.6419;best_jaccard_exon=0.3683;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=7155;overlap_bp=2635;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000000094	.	ens_native	gene:ENSSSAG00000000094	.	best_coding=Yellow;best_jaccard_cds_phase=0.8982;best_jaccard_exon=0.7346;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=8054;overlap_bp=2567;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000057703	.	ens_native	gene:ENSSSAG00000057703	.	best_coding=Yellow;best_jaccard_cds_phase=0.5129;best_jaccard_exon=0.9989;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=3879;note_split_or_merge_A=2;overlap_bp=1959;partner_countA=2;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000057703	.	ens_native	gene:ENSSSAG00000100445	.	antisense_overlap=0.0397;class=NotMapped;class_initial=NotMapped;exon_union_bp=2164;note_antisense_conflict=1;note_split_or_merge_A=2;overlap_bp=86;partner_countA=2;partner_countB=1;strand_match=0
gene	ens_lift	gene:ENSSSAG00000057698	.	ens_native	gene:ENSSSAG00000102205	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.2977;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=3618;overlap_bp=1069;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000057696	.	ens_native	gene:ENSSSAG00000110913	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.4622;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=1153;overlap_bp=453;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000057680	.	ens_native	gene:ENSSSAG00000113199	.	best_coding=Yellow;best_jaccard_cds_phase=0.5223;best_jaccard_exon=0.3203;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=2069;note_split_or_merge_B=3;overlap_bp=597;partner_countA=1;partner_countB=3;strand_match=1
gene	ens_lift	gene:ENSSSAG00000057694	.	ens_native	gene:ENSSSAG00000113199	.	antisense_overlap=0.1451;class=NotMapped;class_initial=NotMapped;exon_union_bp=1647;note_antisense_conflict=1;note_split_or_merge_B=3;overlap_bp=239;partner_countA=1;partner_countB=3;strand_match=0
gene	ens_lift	gene:ENSSSAG00000057660	.	ens_native	gene:ENSSSAG00000113199	.	antisense_overlap=0.0066;class=NotMapped;class_initial=NotMapped;exon_union_bp=2585;note_antisense_conflict=1;note_split_or_merge_A=2;note_split_or_merge_B=3;overlap_bp=17;partner_countA=2;partner_countB=3;strand_match=0
gene	ens_lift	gene:ENSSSAG00000057660	.	ens_native	gene:ENSSSAG00000100154	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.4818;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=1789;note_split_or_merge_A=2;overlap_bp=768;partner_countA=2;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000057589	.	ens_native	gene:ENSSSAG00000057589	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=1.0000;best_noncoding=NotMapped;class=Green;class_initial=Green;exon_union_bp=2424;overlap_bp=1099;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000057565	.	ens_native	gene:ENSSSAG00000057565	.	best_coding=Yellow;best_jaccard_cds_phase=0.7656;best_jaccard_exon=0.6332;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=1306;overlap_bp=827;partner_countA=1;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000057551	.	ens_native	gene:ENSSSAG00000057551	.	best_coding=Red;best_jaccard_cds_phase=0.0000;best_jaccard_exon=0.4212;best_noncoding=NotMapped;class=Red;class_initial=Red;exon_union_bp=6505;note_split_or_merge_A=2;overlap_bp=2740;partner_countA=2;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000057551	.	ens_native	gene:ENSSSAG00000119932	.	antisense_overlap=0.0535;class=NotMapped;class_initial=NotMapped;exon_union_bp=5571;note_antisense_conflict=1;note_split_or_merge_A=2;overlap_bp=298;partner_countA=2;partner_countB=1;strand_match=0
gene	ens_lift	gene:ENSSSAG00000057156	.	ens_native	gene:ENSSSAG00000057156	.	best_coding=Yellow;best_jaccard_cds_phase=0.9004;best_jaccard_exon=0.9130;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=7572;note_split_or_merge_B=2;overlap_bp=3660;partner_countA=1;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000056846	.	ens_native	gene:ENSSSAG00000057156	.	best_coding=NotMapped;best_jaccard_cds_phase=0.0000;best_jaccard_exon=0.0673;best_noncoding=NotMapped;class=NotMapped;class_initial=NotMapped;exon_union_bp=9250;note_split_or_merge_A=3;note_split_or_merge_B=2;overlap_bp=394;partner_countA=3;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000056846	.	ens_native	gene:ENSSSAG00000056846	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.7422;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=4003;note_split_or_merge_A=3;overlap_bp=1583;partner_countA=3;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000056846	.	ens_native	gene:ENSSSAG00000056816	.	antisense_overlap=0.0687;class=NotMapped;class_initial=NotMapped;exon_union_bp=3725;note_antisense_conflict=1;note_split_or_merge_A=3;note_split_or_merge_B=2;overlap_bp=256;partner_countA=3;partner_countB=2;strand_match=0
gene	ens_lift	gene:ENSSSAG00000056816	.	ens_native	gene:ENSSSAG00000056816	.	best_coding=Green;best_jaccard_cds_phase=0.9663;best_jaccard_exon=0.8598;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=1339;note_split_or_merge_B=2;overlap_bp=1055;partner_countA=1;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000055072	.	ens_native	gene:ENSSSAG00000099783	.	best_coding=Green;best_jaccard_cds_phase=1.0000;best_jaccard_exon=0.4899;best_noncoding=NotMapped;class=Yellow;class_initial=Green;exon_union_bp=6352;note_split_or_merge_A=2;overlap_bp=1335;partner_countA=2;partner_countB=1;strand_match=1
gene	ens_lift	gene:ENSSSAG00000055072	.	ens_native	gene:ENSSSAG00000055072	.	best_coding=Yellow;best_jaccard_cds_phase=0.8406;best_jaccard_exon=0.6832;best_noncoding=NotMapped;class=Yellow;class_initial=Yellow;exon_union_bp=8086;note_split_or_merge_A=2;note_split_or_merge_B=2;overlap_bp=3000;partner_countA=2;partner_countB=2;strand_match=1
gene	ens_lift	gene:ENSSSAG00000056802	.	ens_native	gene:ENSSSAG00000055072	.	antisense_overlap=0.0723;class=NotMapped;class_initial=NotMapped;exon_union_bp=6290;note_antisense_conflict=1;note_split_or_merge_B=2;overlap_bp=455;partner_countA=1;partner_countB=2;strand_match=0
